player,team,season_id,finishing_quality,chance_creation,ball_progression,one_v_one,off_ball_movement,defensive_contribution,cluster_profile,relative_finishing_quality,relative_chance_creation,relative_ball_progression,relative_one_v_one,relative_off_ball_movement,relative_defensive_contribution
Tiago Manuel Dias Correia,Rayo Vallecano,4,7.0,4.08,6.06,7.0,7.0,7.76,Traditional Winger,0.5166666666666666,-2.4033333333333333,-0.4233333333333338,0.5166666666666666,0.5166666666666666,1.2766666666666664
Timothy Weah,United States,106,7.0,4.11,4.62,7.0,7.0,7.0,Traditional Winger,0.878333333333333,-2.0116666666666667,-1.501666666666667,0.878333333333333,0.878333333333333,0.878333333333333
Tomasz Radziński,Everton,44,7.0,4.09,4.87,7.0,7.0,7.65,Traditional Winger,0.7316666666666665,-2.1783333333333337,-1.3983333333333334,0.7316666666666665,0.7316666666666665,1.3816666666666668
Tomás Eduardo Rincón Hernández,Genoa,27,7.0,4.04,5.42,7.0,7.0,7.0,Traditional Winger,0.7566666666666668,-2.203333333333333,-0.8233333333333333,0.7566666666666668,0.7566666666666668,0.7566666666666668
Urby Emanuelson,Hellas Verona,27,7.0,4.1,5.42,7.0,7.0,7.71,Traditional Winger,0.6283333333333339,-2.2716666666666665,-0.9516666666666662,0.6283333333333339,0.6283333333333339,1.3383333333333338
Valter Birsa,Chievo,27,7.0,4.24,5.08,7.0,7.0,7.62,Traditional Winger,0.6766666666666667,-2.083333333333333,-1.2433333333333332,0.6766666666666667,0.6766666666666667,1.2966666666666669
Vicente Iborra De La Fuente,Villarreal,4,7.0,4.0,4.45,7.0,7.0,7.89,Traditional Winger,0.7766666666666673,-2.2233333333333327,-1.7733333333333325,0.7766666666666673,0.7766666666666673,1.666666666666667
Viktor Tsygankov,Ukraine,282,7.0,4.0,4.51,7.0,7.0,7.0,Traditional Winger,0.915,-2.085,-1.5750000000000002,0.915,0.915,0.915
Vincenzo Grifo,Freiburg,281,7.0,4.24,5.11,7.0,7.0,7.0,Traditional Winger,0.7749999999999995,-1.9850000000000003,-1.1150000000000002,0.7749999999999995,0.7749999999999995,0.7749999999999995
Vinícius José Paixão de Oliveira Júnior,Brazil,106,7.0,4.23,4.83,7.0,7.0,7.0,Traditional Winger,0.8233333333333333,-1.9466666666666663,-1.3466666666666667,0.8233333333333333,0.8233333333333333,0.8233333333333333
Víctor Sánchez Mata,Espanyol,4,7.0,4.17,5.27,7.0,7.0,7.96,Traditional Winger,0.6000000000000005,-2.2299999999999995,-1.13,0.6000000000000005,0.6000000000000005,1.5600000000000005
Wayne Mark Rooney,Everton,44,7.0,4.81,5.24,7.0,7.0,7.7,Traditional Winger,0.541666666666667,-1.6483333333333334,-1.2183333333333328,0.541666666666667,0.541666666666667,1.2416666666666671
Wilson Odobert,Troyes,235,7.0,4.11,5.41,7.0,7.0,8.11,Traditional Winger,0.5616666666666674,-2.3283333333333323,-1.0283333333333324,0.5616666666666674,0.5616666666666674,1.6716666666666669
Xavi Simons,Netherlands,282,7.0,4.14,5.0,7.0,7.0,7.14,Traditional Winger,0.7866666666666662,-2.073333333333334,-1.2133333333333338,0.7866666666666662,0.7866666666666662,0.9266666666666659
Xavier Chavalerin,Troyes,108,7.0,4.06,4.79,7.0,7.0,7.96,Traditional Winger,0.6983333333333341,-2.2416666666666663,-1.5116666666666658,0.6983333333333341,0.6983333333333341,1.658333333333334
Xherdan Shaqiri,Switzerland,106,7.0,4.09,4.99,7.0,7.0,7.0,Traditional Winger,0.8200000000000003,-2.09,-1.1899999999999995,0.8200000000000003,0.8200000000000003,0.8200000000000003
Yacine Adli,Bordeaux,108,7.0,4.14,5.24,7.0,7.0,7.58,Traditional Winger,0.6733333333333329,-2.1866666666666674,-1.086666666666667,0.6733333333333329,0.6733333333333329,1.253333333333333
Yannick Ferreira Carrasco,Belgium,106,7.0,4.0,4.86,7.0,7.0,7.0,Traditional Winger,0.8566666666666665,-2.1433333333333335,-1.2833333333333332,0.8566666666666665,0.8566666666666665,0.8566666666666665
Youssef En-Nesyri,Morocco,106,7.0,4.0,4.78,7.0,7.0,7.48,Traditional Winger,0.7899999999999991,-2.210000000000001,-1.4300000000000006,0.7899999999999991,0.7899999999999991,1.2699999999999996
Youssef Msakni,Tunisia,106,7.0,4.15,5.2,7.0,7.0,7.0,Traditional Winger,0.7749999999999995,-2.075,-1.0250000000000004,0.7749999999999995,0.7749999999999995,0.7749999999999995
Yunus Akgün,Turkey,282,7.0,4.28,4.99,7.0,7.0,8.22,Traditional Winger,0.585,-2.135,-1.4249999999999998,0.585,0.585,1.8050000000000006
Yunus Dimoara Musah,United States,106,7.0,4.05,5.04,7.0,7.0,7.4,Traditional Winger,0.751666666666666,-2.198333333333334,-1.208333333333334,0.751666666666666,0.751666666666666,1.1516666666666664
Yuri Berchiche Izeta,Athletic Club,4,7.0,4.08,5.03,7.0,7.0,7.52,Traditional Winger,0.7283333333333344,-2.1916666666666655,-1.2416666666666654,0.7283333333333344,0.7283333333333344,1.248333333333334
Yvann Macon,Saint-Étienne,108,7.0,4.0,4.89,7.0,7.0,7.56,Traditional Winger,0.7583333333333329,-2.241666666666667,-1.3516666666666675,0.7583333333333329,0.7583333333333329,1.3183333333333325
Zakaria Aboukhlal,Toulouse,235,7.0,5.32,5.28,7.0,7.0,7.69,Traditional Winger,0.4516666666666671,-1.2283333333333326,-1.2683333333333326,0.4516666666666671,0.4516666666666671,1.1416666666666675
Zuriko Davitashvili,Georgia,282,7.0,4.82,4.87,7.0,7.0,7.0,Traditional Winger,0.7183333333333337,-1.461666666666666,-1.4116666666666662,0.7183333333333337,0.7183333333333337,0.7183333333333337
Álvaro Borja Morata Martín,Juventus,27,7.0,4.74,4.7,7.0,7.0,7.52,Traditional Winger,0.6733333333333329,-1.586666666666667,-1.626666666666667,0.6733333333333329,0.6733333333333329,1.1933333333333325
Álvaro García Rivera,Rayo Vallecano,4,7.0,4.12,5.08,7.0,7.0,7.7,Traditional Winger,0.6833333333333327,-2.196666666666667,-1.2366666666666672,0.6833333333333327,0.6833333333333327,1.3833333333333329
Álvaro Vadillo Cifuentes,Granada,42,7.0,4.95,4.88,7.0,7.0,7.0,Traditional Winger,0.6950000000000003,-1.3549999999999995,-1.4249999999999998,0.6950000000000003,0.6950000000000003,0.6950000000000003
Ángel Fabián Di María Hernández,Paris Saint-Germain,108,7.0,4.22,4.94,7.0,7.0,7.27,Traditional Winger,0.7616666666666667,-2.0183333333333335,-1.298333333333333,0.7616666666666667,0.7616666666666667,1.0316666666666663
Ángel Martín Correa,Atlético Madrid,90,7.0,4.21,5.11,7.0,7.0,7.6,Traditional Winger,0.6799999999999997,-2.1100000000000003,-1.21,0.6799999999999997,0.6799999999999997,1.2799999999999994
Édgar Osvaldo Barreto Cáceres,Sampdoria,27,7.0,4.0,5.04,7.0,7.0,7.93,Traditional Winger,0.6716666666666669,-2.328333333333333,-1.288333333333333,0.6716666666666669,0.6716666666666669,1.6016666666666666
Íñigo Lekue Martínez,Athletic Club,42,7.0,4.27,4.97,7.0,7.0,7.0,Traditional Winger,0.7933333333333339,-1.9366666666666665,-1.2366666666666664,0.7933333333333339,0.7933333333333339,0.7933333333333339
Óscar Rodríguez Arnaiz,Leganés,4,7.0,4.05,4.99,7.0,7.0,7.97,Traditional Winger,0.665,-2.285,-1.3449999999999998,0.665,0.665,1.6349999999999998
