midfielder,team,season_id,pass_control,ball_progression,defensive_contribution,creative_output,cluster_profile,relative_pass_control,relative_ball_progression,relative_defensive_contribution,relative_creative_output
Aaron Mooy,Australia,106,8.99,5.07,8.44,4.24,Advanced Playmaker,2.3049999999999997,-1.6150000000000002,1.754999999999999,-2.4450000000000003
Aaron Ramsey,Wales,106,9.43,3.0,7.14,5.12,Advanced Playmaker,3.2574999999999994,-3.1725000000000003,0.9674999999999994,-1.0525000000000002
Abdulelah Saad Hameed Al-Malki,Saudi Arabia,106,6.2,1.78,3.85,2.07,Advanced Playmaker,2.725,-1.695,0.375,-1.4050000000000002
Adam Gnezda Čerin,Slovenia,282,8.78,5.45,6.33,5.35,Advanced Playmaker,2.3024999999999984,-1.0275000000000007,-0.14750000000000085,-1.1275000000000013
Adrien Hunou,Angers,235,5.07,5.26,1.63,2.07,Advanced Playmaker,1.5625,1.7524999999999995,-1.8775000000000004,-1.4375000000000004
Adrien Rabiot,France,106,9.71,5.41,5.5,4.22,Advanced Playmaker,3.500000000000001,-0.7999999999999998,-0.71,-1.9900000000000002
Ahmad Nourollahi,Iran,106,7.89,7.01,5.84,2.07,Advanced Playmaker,2.1875,1.3075,0.13750000000000018,-3.6325
Alan Steven Franco Palma,Ecuador,106,1.83,0.85,1.7,2.07,Advanced Playmaker,0.21750000000000025,-0.7624999999999998,0.08750000000000013,0.4575
Alberto Facundo Costa,Genoa,27,9.04,3.91,6.48,6.08,Advanced Playmaker,2.6624999999999996,-2.4674999999999994,0.10250000000000092,-0.29749999999999943
Alberto Grassi,Atalanta,27,8.88,5.99,4.87,6.83,Advanced Playmaker,2.2375000000000007,-0.6524999999999999,-1.7725,0.1875
Alberto Soro Álvarez,Granada,90,5.9,0.85,5.26,2.07,Advanced Playmaker,2.3800000000000003,-2.67,1.7399999999999998,-1.4500000000000002
Aleix Febas Pérez,Mallorca,42,6.39,3.04,3.87,6.24,Advanced Playmaker,1.505,-1.8449999999999998,-1.0149999999999997,1.3550000000000004
Aleix García Serrano,Girona,4,7.19,3.19,3.65,2.07,Advanced Playmaker,3.165,-0.8350000000000004,-0.37500000000000044,-1.9550000000000005
Alejandro Grimaldo García,Bayer Leverkusen,281,8.59,4.65,8.35,8.68,Advanced Playmaker,1.0225,-2.9174999999999995,0.7824999999999998,1.1124999999999998
Alessandro Florenzi,AS Roma,27,8.92,7.39,7.28,6.64,Advanced Playmaker,1.3624999999999998,-0.16750000000000043,-0.27749999999999986,-0.9175000000000004
Alessandro Gazzi,Torino,27,9.58,5.07,6.18,8.69,Advanced Playmaker,2.200000000000001,-2.3099999999999987,-1.1999999999999993,1.3100000000000005
Alexis Beka Beka,OGC Nice,235,6.66,0.85,0.52,2.07,Advanced Playmaker,4.135,-1.6749999999999998,-2.005,-0.45500000000000007
Alexis Mac Allister,Argentina,106,9.75,6.89,7.11,7.57,Advanced Playmaker,1.92,-0.9400000000000004,-0.7199999999999998,-0.2599999999999998
Alfa Semedo Esteves,Espanyol,4,5.25,0.85,3.92,2.07,Advanced Playmaker,2.2275,-2.1725,0.8975,-0.9525000000000001
Ali Karimi,Iran,106,4.04,1.76,0.52,2.07,Advanced Playmaker,1.9425,-0.33750000000000013,-1.5775000000000001,-0.027500000000000302
Ali Maâloul,Tunisia,106,3.32,0.85,1.45,2.07,Advanced Playmaker,1.3975,-1.0724999999999998,-0.4724999999999999,0.14749999999999996
Aliou Cissé,Birmingham City,44,5.43,0.85,4.11,2.07,Advanced Playmaker,2.3149999999999995,-2.265,0.9950000000000001,-1.0450000000000004
Allan Marques Loureiro,Napoli,27,9.14,6.2,9.18,6.61,Advanced Playmaker,1.3575000000000008,-1.5824999999999996,1.3975,-1.1724999999999994
Amadou Diawara,Bologna,27,9.27,4.45,8.12,5.33,Advanced Playmaker,2.477500000000001,-2.3424999999999985,1.3275000000000006,-1.4624999999999986
Amadou Onana,Belgium,282,9.84,4.85,6.27,4.2,Advanced Playmaker,3.55,-1.4400000000000004,-0.020000000000000462,-2.09
Amin Sarr,Wolfsburg,281,8.43,7.94,0.52,2.07,Advanced Playmaker,3.6899999999999995,3.2,-4.220000000000001,-2.6700000000000004
Amine Salama,Angers,235,2.81,0.85,2.75,2.07,Advanced Playmaker,0.69,-1.27,0.6299999999999999,-0.050000000000000266
Ander Guevara Lajo,Real Sociedad,42,6.86,5.6,2.42,5.13,Advanced Playmaker,1.8575,0.5974999999999993,-2.5825000000000005,0.1274999999999995
Ander Herrera Agüera,Paris Saint-Germain,108,9.82,2.43,5.96,5.69,Advanced Playmaker,3.8449999999999998,-3.5450000000000004,-0.015000000000000568,-0.28500000000000014
Ander Iturraspe Derteano,Espanyol,42,7.69,5.73,0.52,2.07,Advanced Playmaker,3.6875,1.7275,-3.4825000000000004,-1.9325000000000006
Anderson Hernanes de Carvalho Andrade,Inter Milan,27,9.51,7.52,8.12,9.39,Advanced Playmaker,0.875,-1.1150000000000002,-0.5150000000000006,0.7550000000000008
Andrea Bertolacci,AC Milan,27,9.25,6.33,8.36,8.21,Advanced Playmaker,1.2125000000000004,-1.7074999999999996,0.3224999999999998,0.1725000000000012
Andrea Poli,AC Milan,27,7.59,3.02,6.03,9.22,Advanced Playmaker,1.125,-3.445,-0.4349999999999996,2.755000000000001
Andreas Müller,Darmstadt 98,281,5.9,0.85,0.52,2.07,Advanced Playmaker,3.5650000000000004,-1.4849999999999999,-1.815,-0.2650000000000001
Andrei Girotto,Nantes,108,8.13,5.01,6.13,2.07,Advanced Playmaker,2.795000000000001,-0.3250000000000002,0.7949999999999999,-3.265
András Schäfer,Hungary,282,9.01,6.29,5.5,2.07,Advanced Playmaker,3.2924999999999995,0.5724999999999998,-0.21750000000000025,-3.6475000000000004
André-Frank Zambo Anguissa,Cameroon,106,9.47,6.32,3.47,2.07,Advanced Playmaker,4.1375,0.9874999999999998,-1.8625000000000003,-3.2625000000000006
Angelo Palombo,Sampdoria,27,9.17,3.48,4.02,2.07,Advanced Playmaker,4.484999999999999,-1.2050000000000005,-0.6650000000000009,-2.6150000000000007
Antoine Griezmann,Barcelona,90,9.13,2.76,6.26,7.48,Advanced Playmaker,2.722500000000001,-3.6475,-0.14749999999999996,1.0725000000000007
Antonio Candreva,Lazio,27,8.83,9.5,7.2,7.37,Advanced Playmaker,0.6050000000000004,1.2750000000000004,-1.0249999999999995,-0.8549999999999995
Anzor Mekvabishvili,Georgia,282,5.38,2.93,1.34,2.07,Advanced Playmaker,2.4499999999999997,0.0,-1.59,-0.8600000000000003
Ao Tanaka,Japan,106,5.11,1.86,1.04,4.57,Advanced Playmaker,1.9649999999999999,-1.2850000000000004,-2.1050000000000004,1.4249999999999998
Ardon Jashari,Switzerland,106,2.81,0.85,0.52,2.07,Advanced Playmaker,1.2475,-0.7125,-1.0425,0.5074999999999998
Arthur Henrique Ramos de Oliveira Melo,Barcelona,4,9.97,4.89,8.13,5.61,Advanced Playmaker,2.8200000000000003,-2.2600000000000007,0.9800000000000004,-1.54
Artur Ioniţă,Hellas Verona,27,8.89,8.7,7.98,7.35,Advanced Playmaker,0.6600000000000001,0.46999999999999886,-0.25,-0.8800000000000008
Arturo Erasmo Vidal Pardo,Barcelona,4,9.62,2.38,6.57,5.89,Advanced Playmaker,3.504999999999999,-3.7350000000000003,0.45500000000000007,-0.22500000000000053
Assane Demoya Gnoukouri,Inter Milan,27,6.13,1.75,2.95,4.62,Advanced Playmaker,2.2675,-2.1125,-0.9124999999999996,0.7575000000000003
Assane Dioussé El Hadji,Empoli,27,9.33,3.28,6.49,4.17,Advanced Playmaker,3.5124999999999993,-2.537500000000001,0.6724999999999994,-1.6475000000000009
Aster Vranckx,Wolfsburg,281,5.9,0.85,0.52,2.07,Advanced Playmaker,3.5650000000000004,-1.4849999999999999,-1.815,-0.2650000000000001
Atiba Hutchinson,Canada,106,7.07,4.33,1.95,2.07,Advanced Playmaker,3.2150000000000003,0.4750000000000001,-1.905,-1.7850000000000001
Aurélien Djani Tchouaméni,France,106,9.85,4.1,5.42,5.59,Advanced Playmaker,3.6100000000000003,-2.1399999999999997,-0.8199999999999994,-0.6499999999999995
Aurélio Gabriel Ulineia Buta,Eintracht Frankfurt,281,6.92,0.85,4.41,2.07,Advanced Playmaker,3.3575,-2.7125,0.8475000000000001,-1.4925000000000002
Axel Witsel,Belgium,106,9.99,5.39,6.9,4.45,Advanced Playmaker,3.3075,-1.2925000000000004,0.21750000000000025,-2.2325
Ayman Kari,Lorient,235,8.13,2.71,4.0,7.05,Advanced Playmaker,2.6575000000000006,-2.7625,-1.4725000000000001,1.5774999999999997
Azor Matusiwa,Stade de Reims,235,7.92,1.79,2.38,6.38,Advanced Playmaker,3.3025,-2.8274999999999997,-2.2375,1.7625000000000002
Azzedine Ounahi,Morocco,106,9.62,7.27,5.46,7.85,Advanced Playmaker,2.0699999999999985,-0.28000000000000114,-2.0900000000000007,0.29999999999999893
Badredine Bouanani,OGC Nice,235,6.66,3.35,2.2,2.07,Advanced Playmaker,3.09,-0.2200000000000002,-1.37,-1.5000000000000004
Bartol Franjić,Darmstadt 98,281,6.83,1.87,2.28,2.07,Advanced Playmaker,3.5675000000000003,-1.3924999999999996,-0.9824999999999999,-1.1925
Batista Mendy,Angers,235,6.53,2.5,1.89,4.85,Advanced Playmaker,2.5875,-1.4425000000000003,-2.0525,0.9074999999999993
Bernardo Mota Veiga de Carvalho e Silva,Portugal,106,9.38,9.36,7.45,5.57,Advanced Playmaker,1.4400000000000004,1.419999999999999,-0.4900000000000002,-2.37
Beñat Etxebarria Urkiaga,Athletic Club,4,4.07,1.99,2.69,2.07,Advanced Playmaker,1.3650000000000002,-0.7150000000000001,-0.015000000000000124,-0.6350000000000002
Bilal El Khannous,Morocco,106,6.19,0.85,1.25,2.07,Advanced Playmaker,3.6000000000000005,-1.7399999999999998,-1.3399999999999999,-0.52
Blerim Džemaili,Genoa,27,8.95,8.54,7.31,8.05,Advanced Playmaker,0.7375000000000007,0.32750000000000057,-0.902499999999999,-0.16249999999999787
Bonke Innocent,Lorient,235,7.69,2.27,1.78,2.07,Advanced Playmaker,4.237500000000001,-1.1825,-1.6725,-1.3825000000000003
Borja Fernández Fernández,Real Valladolid,4,3.87,0.85,3.1,2.07,Advanced Playmaker,1.3975,-1.6225,0.6275,-0.4025000000000003
Borja Valero Iglesias,Fiorentina,27,9.58,7.43,8.03,7.88,Advanced Playmaker,1.3499999999999996,-0.8000000000000007,-0.20000000000000107,-0.35000000000000053
Boubacar Kamara,Marseille,108,7.06,1.9,6.72,4.54,Advanced Playmaker,2.005,-3.155,1.665,-0.5149999999999997
Brandon Baiye,Clermont Foot,235,2.81,0.85,0.52,2.07,Advanced Playmaker,1.2475,-0.7125,-1.0425,0.5074999999999998
Bruno Guimarães Rodriguez Moura,Lyon,108,7.7,6.59,6.87,6.68,Advanced Playmaker,0.7400000000000002,-0.3700000000000001,-0.08999999999999986,-0.28000000000000025
Bruno Miguel Borges Fernandes,Udinese,27,8.27,7.5,6.95,8.31,Advanced Playmaker,0.5124999999999993,-0.2575000000000003,-0.8075000000000001,0.5525000000000002
Bryan Cristante,Italy,282,6.57,3.95,1.8,4.46,Advanced Playmaker,2.375,-0.2450000000000001,-2.3950000000000005,0.2649999999999997
Callum McGregor,Scotland,282,9.88,0.85,3.94,5.61,Advanced Playmaker,4.8100000000000005,-4.220000000000001,-1.1300000000000003,0.54
Carles Aleña Castillo,Barcelona,4,9.51,5.38,5.59,5.29,Advanced Playmaker,3.0675,-1.0625,-0.8525,-1.1524999999999999
Carlos Baleba,Lille,235,8.43,7.94,0.52,2.07,Advanced Playmaker,3.6899999999999995,3.2,-4.220000000000001,-2.6700000000000004
Carlos Emilio Carmona Tello,Atalanta,27,9.5,3.45,5.59,5.54,Advanced Playmaker,3.4800000000000004,-2.5699999999999994,-0.4299999999999997,-0.47999999999999954
Carlos Henrique Casimiro,Brazil,106,9.35,2.67,7.34,5.72,Advanced Playmaker,3.08,-3.5999999999999996,1.0700000000000003,-0.5499999999999998
Carlos Joaquín Correa,Sampdoria,27,9.54,9.16,6.37,7.88,Advanced Playmaker,1.3024999999999984,0.9224999999999994,-1.8675000000000006,-0.3575000000000008
Carlos Soler Barragán,Paris Saint-Germain,235,8.0,3.3,5.77,6.07,Advanced Playmaker,2.215,-2.4850000000000003,-0.015000000000000568,0.28500000000000014
Celso Borges Mora,Costa Rica,106,8.71,2.57,6.79,4.72,Advanced Playmaker,3.012500000000001,-3.1275,1.0925000000000002,-0.9775
Christian Dannemann Eriksen,Denmark,106,9.39,5.85,3.53,8.57,Advanced Playmaker,2.5550000000000006,-0.9850000000000003,-3.305,1.7350000000000003
Claud Adjapong,Sassuolo,27,2.81,0.85,0.52,2.07,Advanced Playmaker,1.2475,-0.7125,-1.0425,0.5074999999999998
Claudio Marchisio,Juventus,27,9.69,3.76,7.77,5.37,Advanced Playmaker,3.0424999999999995,-2.8875,1.1224999999999996,-1.2774999999999999
Colin Cooper,Middlesbrough,44,4.24,2.04,3.64,2.07,Advanced Playmaker,1.2425000000000002,-0.9575,0.6425000000000001,-0.9275000000000002
Corentin Tolisso,Lyon,235,7.61,1.84,1.9,7.6,Advanced Playmaker,2.8724999999999996,-2.897500000000001,-2.837500000000001,2.862499999999999
Cristian Portugués Manzanera,Real Sociedad,42,5.53,3.35,2.01,2.07,Advanced Playmaker,2.29,0.10999999999999988,-1.2300000000000004,-1.1700000000000004
Damian Szymański,Poland,106,8.43,7.13,0.52,2.07,Advanced Playmaker,3.8925,2.5925000000000002,-4.0175,-2.4675
Damián Marcelo Musto,Huesca,4,6.55,0.85,2.62,2.07,Advanced Playmaker,3.5275,-2.1725,-0.40249999999999986,-0.9525000000000001
Daniel Alonso Chacón Salas,Costa Rica,106,2.81,0.85,0.52,2.07,Advanced Playmaker,1.2475,-0.7125,-1.0425,0.5074999999999998
Daniel García Carrillo,Athletic Club,4,5.3,0.85,4.86,4.89,Advanced Playmaker,1.3250000000000002,-3.1249999999999996,0.8850000000000007,0.915
Daniel Olmo Carvajal,Spain,282,8.99,7.5,8.88,9.58,Advanced Playmaker,0.2524999999999995,-1.2375000000000007,0.14250000000000007,0.8424999999999994
Daniel Raba Antolín,Villarreal,4,2.81,0.85,0.52,2.07,Advanced Playmaker,1.2475,-0.7125,-1.0425,0.5074999999999998
Daniel Wass,Valencia,90,6.06,3.19,2.87,2.07,Advanced Playmaker,2.5124999999999993,-0.3575000000000004,-0.6775000000000002,-1.4775000000000005
Daniele Croce,Empoli,27,8.73,8.91,8.62,6.81,Advanced Playmaker,0.46250000000000036,0.6425000000000001,0.35249999999999915,-1.4575000000000005
Daniele De Rossi,AS Roma,27,9.76,6.72,7.56,5.01,Advanced Playmaker,2.4975000000000005,-0.5424999999999995,0.2975000000000003,-2.2524999999999995
Danilo Cataldi,Lazio,27,9.03,5.83,6.52,6.96,Advanced Playmaker,1.9449999999999994,-1.255,-0.5650000000000004,-0.125
Danilo Luís Hélio Pereira,Paris Saint-Germain,108,9.86,4.43,5.94,4.15,Advanced Playmaker,3.764999999999999,-1.665000000000001,-0.15500000000000025,-1.9450000000000003
Darius Dumitru Olaru,Romania,282,5.31,0.85,1.29,2.07,Advanced Playmaker,2.9299999999999997,-1.5299999999999998,-1.0899999999999999,-0.31000000000000005
David Bentley,Arsenal,44,7.36,7.77,7.19,5.78,Advanced Playmaker,0.33499999999999996,0.7449999999999992,0.16500000000000004,-1.245
David López Silva,Napoli,27,8.66,4.75,6.79,5.35,Advanced Playmaker,2.272500000000001,-1.6374999999999993,0.40250000000000075,-1.0374999999999996
David Wotherspoon,Canada,106,5.9,0.85,0.52,2.07,Advanced Playmaker,3.5650000000000004,-1.4849999999999999,-1.815,-0.2650000000000001
Davide Biondini,Sassuolo,27,7.16,4.48,5.49,5.36,Advanced Playmaker,1.5374999999999996,-1.1425,-0.13250000000000028,-0.2625000000000002
Davide Frattesi,Italy,282,2.15,2.42,2.36,2.07,Advanced Playmaker,-0.10000000000000009,0.16999999999999993,0.10999999999999988,-0.18000000000000016
Dean Richards,Tottenham Hotspur,44,5.07,0.85,4.07,2.07,Advanced Playmaker,2.055,-2.165,1.0550000000000002,-0.9450000000000003
Dean Sturridge,Wolverhampton Wanderers,44,2.81,0.85,0.52,2.07,Advanced Playmaker,1.2475,-0.7125,-1.0425,0.5074999999999998
Declan Rice,England,282,9.79,4.29,7.11,4.52,Advanced Playmaker,3.3625,-2.1374999999999993,0.682500000000001,-1.9074999999999998
Dejan Ljubicic,FC Köln,281,5.03,4.01,2.66,4.73,Advanced Playmaker,0.9225000000000003,-0.09750000000000014,-1.4474999999999998,0.6225000000000005
Denis Alibec,Romania,282,2.81,0.85,0.52,2.07,Advanced Playmaker,1.2475,-0.7125,-1.0425,0.5074999999999998
Denis Lemi Zakaria Lako Lado,Switzerland,106,6.2,3.53,4.61,2.07,Advanced Playmaker,2.0975,-0.5725000000000002,0.5075000000000003,-2.0325
Deniz Undav,VfB Stuttgart,281,7.76,4.39,2.55,2.07,Advanced Playmaker,3.5675,0.1974999999999998,-1.6425,-2.1225
Diego Forlán Corazo,Manchester United,44,2.81,0.85,0.52,2.07,Advanced Playmaker,1.2475,-0.7125,-1.0425,0.5074999999999998
Diego Nicolás De La Cruz Arcosa,Uruguay,106,4.67,2.48,2.67,2.07,Advanced Playmaker,1.6974999999999998,-0.49250000000000016,-0.3025000000000002,-0.9025000000000003
Diego Sebastián Laxalt Suárez,Genoa,27,8.22,7.74,7.98,4.6,Advanced Playmaker,1.0850000000000009,0.6050000000000004,0.8450000000000006,-2.535
Dion Lopy,Stade de Reims,108,7.99,2.87,7.03,2.07,Advanced Playmaker,3.0,-2.12,2.04,-2.9200000000000004
Djibril Sow,Switzerland,106,9.78,9.03,3.95,7.16,Advanced Playmaker,2.3,1.5499999999999998,-3.5299999999999994,-0.3199999999999994
Dominic Matteo,Leeds United,44,4.91,2.19,3.78,2.07,Advanced Playmaker,1.6725000000000003,-1.0474999999999999,0.5425,-1.1675
Dominik Furman,Hellas Verona,27,6.92,3.53,0.52,2.07,Advanced Playmaker,3.66,0.27,-2.7399999999999998,-1.19
Dominik Szoboszlai,Hungary,282,8.81,4.32,4.16,8.07,Advanced Playmaker,2.4700000000000006,-2.0199999999999996,-2.1799999999999997,1.7300000000000004
Dušan Vlahović,Serbia,282,4.18,2.79,4.35,2.07,Advanced Playmaker,0.8324999999999996,-0.5575000000000001,1.0024999999999995,-1.2775000000000003
Dávid Ivan,Sampdoria,27,8.57,8.03,7.4,5.82,Advanced Playmaker,1.1150000000000002,0.5749999999999993,-0.054999999999999716,-1.6349999999999998
Edenílson Andrade dos Santos,Udinese,27,8.18,7.04,7.09,5.63,Advanced Playmaker,1.1950000000000003,0.055000000000000604,0.10500000000000043,-1.3549999999999995
Eduardo César Daude Gaspar,Arsenal,44,8.88,6.18,5.63,7.44,Advanced Playmaker,1.8475000000000001,-0.8525000000000009,-1.4025000000000007,0.40749999999999975
El Chadaille Bitshiabu,Paris Saint-Germain,235,8.05,1.83,2.54,2.07,Advanced Playmaker,4.4275,-1.7925000000000004,-1.0825000000000005,-1.5525000000000007
Eljif Elmas,RB Leipzig,281,8.43,6.42,0.52,2.07,Advanced Playmaker,4.07,2.0600000000000005,-3.8399999999999994,-2.2899999999999996
Ellyes Joris Skhiri,Tunisia,106,9.47,5.35,6.42,5.83,Advanced Playmaker,2.7025000000000006,-1.4175000000000004,-0.34750000000000014,-0.9375
Emerson Palmieri dos Santos,AS Roma,27,3.39,3.19,2.3,2.07,Advanced Playmaker,0.6525000000000003,0.4525000000000001,-0.4375,-0.6675
Emil Hallfreðsson,Hellas Verona,27,7.3,7.75,7.7,7.03,Advanced Playmaker,-0.14500000000000046,0.3049999999999997,0.2549999999999999,-0.41500000000000004
Emmanuel Agyemang-Badu,Udinese,27,8.75,8.66,8.05,6.74,Advanced Playmaker,0.6999999999999993,0.6099999999999994,0.0,-1.3100000000000005
Emre Can,Borussia Dortmund,281,6.66,3.76,2.96,6.33,Advanced Playmaker,1.7325,-1.1675000000000004,-1.9675000000000002,1.4024999999999999
Enric Gallego Puigsech,Osasuna,90,2.81,0.85,0.52,2.07,Advanced Playmaker,1.2475,-0.7125,-1.0425,0.5074999999999998
Enrique Pérez Muñoz,Real Valladolid,42,7.82,3.83,4.27,5.98,Advanced Playmaker,2.3450000000000006,-1.6449999999999996,-1.205,0.5050000000000008
Enzo Fernandez,Argentina,106,9.73,5.57,6.38,5.14,Advanced Playmaker,3.0250000000000004,-1.1349999999999998,-0.3250000000000002,-1.5650000000000004
Enzo Maresca,Palermo,27,9.32,6.52,7.94,5.37,Advanced Playmaker,2.0324999999999998,-0.767500000000001,0.6524999999999999,-1.9175000000000004
Eric Daniel Djemba-Djemba,Manchester United,44,7.87,4.01,4.5,8.26,Advanced Playmaker,1.71,-2.1500000000000004,-1.6600000000000001,2.0999999999999996
Eric Martel,FC Köln,281,6.66,0.85,2.13,2.07,Advanced Playmaker,3.7325,-2.0775,-0.7975000000000003,-0.8575000000000004
Erick Antonio Pulgar Farfán,Bologna,27,9.53,8.33,6.35,4.59,Advanced Playmaker,2.329999999999999,1.13,-0.8500000000000005,-2.6100000000000003
Ethan Ampadu,Wales,106,8.28,8.24,6.15,6.29,Advanced Playmaker,1.0399999999999991,1.0,-1.0899999999999999,-0.9500000000000002
Etienne Capoue,Villarreal,90,6.11,2.12,1.54,2.07,Advanced Playmaker,3.1500000000000004,-0.8399999999999999,-1.42,-0.8900000000000001
Exequiel Alejandro Palacios,Bayer Leverkusen,281,9.87,2.82,9.15,5.44,Advanced Playmaker,3.049999999999999,-4.0,2.33,-1.38
Fabien Lemoine,Lorient,108,1.75,0.85,0.52,2.07,Advanced Playmaker,0.4525000000000001,-0.4474999999999999,-0.7774999999999999,0.7725
Fabio Carvalho,RB Leipzig,281,8.43,0.85,5.18,2.07,Advanced Playmaker,4.2975,-3.2824999999999993,1.0475000000000003,-2.0624999999999996
Fabián Ruiz Peña,Paris Saint-Germain,235,9.74,3.78,8.38,4.77,Advanced Playmaker,3.0725000000000007,-2.8874999999999997,1.7125000000000012,-1.8975
Fabrizio Cacciatore,Chievo,27,5.76,2.5,5.51,4.15,Advanced Playmaker,1.2799999999999994,-1.9800000000000004,1.0299999999999994,-0.33000000000000007
Federico Bernardeschi,Fiorentina,27,9.05,7.05,6.24,7.56,Advanced Playmaker,1.5750000000000002,-0.4250000000000007,-1.2350000000000003,0.08499999999999908
Federico San Emeterio Díaz,Real Valladolid,42,5.59,0.85,3.74,2.07,Advanced Playmaker,2.5275,-2.2125,0.6775000000000002,-0.9925000000000002
Federico Santiago Valverde Dipetta,Uruguay,106,9.3,9.36,8.9,6.85,Advanced Playmaker,0.6974999999999998,0.7574999999999985,0.29749999999999943,-1.7525000000000013
Federico Viviani,Hellas Verona,27,9.1,4.98,6.3,8.06,Advanced Playmaker,1.9900000000000002,-2.129999999999999,-0.8099999999999996,0.9500000000000011
Felipe Melo de Carvalho,Inter Milan,27,9.23,4.3,6.57,4.36,Advanced Playmaker,3.115,-1.8150000000000004,0.45500000000000007,-1.755
Fernando Francisco Reges,Sevilla,42,7.83,6.0,6.44,2.07,Advanced Playmaker,2.245,0.41500000000000004,0.8550000000000004,-3.515
Fernando Lucas Martins,Sampdoria,27,9.42,4.93,8.25,7.29,Advanced Playmaker,1.9474999999999998,-2.5425000000000004,0.7774999999999999,-0.1825000000000001
Filip Bradarić,Celta Vigo,42,7.31,0.85,1.52,2.07,Advanced Playmaker,4.3725,-2.0875,-1.4175,-0.8675000000000002
Florent Mollet,Montpellier,108,7.8,6.76,1.87,2.07,Advanced Playmaker,3.175,2.135,-2.755,-2.555
Florian Grillitsch,Austria,282,6.85,6.9,2.73,4.7,Advanced Playmaker,1.5549999999999997,1.6050000000000004,-2.565,-0.5949999999999998
Florian Wirtz,Bayer Leverkusen,281,9.36,7.67,8.61,8.12,Advanced Playmaker,0.9199999999999999,-0.7699999999999996,0.16999999999999993,-0.3200000000000003
Francesco Lodi,Udinese,27,8.77,5.05,7.0,6.72,Advanced Playmaker,1.8849999999999998,-1.835,0.11500000000000021,-0.16500000000000004
Francesco Magnanelli,Sassuolo,27,9.42,3.14,8.47,5.3,Advanced Playmaker,2.8374999999999995,-3.4425000000000003,1.8875000000000002,-1.2825000000000006
Francis Joseph Coquelin,Valencia,42,5.07,2.54,5.09,2.07,Advanced Playmaker,1.3775000000000004,-1.1524999999999999,1.3975,-1.6225
Francisco José Beltrán Peinado,Celta Vigo,90,7.81,5.26,1.43,2.07,Advanced Playmaker,3.6674999999999995,1.1174999999999997,-2.7125000000000004,-2.0725000000000002
Franco Brienza,Bologna,27,8.6,7.44,6.59,8.82,Advanced Playmaker,0.7374999999999998,-0.42249999999999943,-1.2725,0.9575000000000005
Franco Damián Vázquez,Palermo,27,8.84,9.25,8.71,8.36,Advanced Playmaker,0.05000000000000071,0.46000000000000085,-0.0799999999999983,-0.4299999999999997
Franco Signorelli,Empoli,27,7.58,0.85,1.83,2.07,Advanced Playmaker,4.4975000000000005,-2.2325,-1.2525,-1.0125000000000002
Frank Lampard,Chelsea,44,3.97,4.52,2.38,2.07,Advanced Playmaker,0.7349999999999999,1.2849999999999993,-0.8550000000000004,-1.1650000000000005
Frederico Rodrigues Santos,Brazil,106,6.73,1.86,3.63,7.22,Advanced Playmaker,1.870000000000001,-2.999999999999999,-1.2299999999999995,2.3600000000000003
Fredrik Ljungberg,Arsenal,44,9.06,9.15,8.7,6.0,Advanced Playmaker,0.8325000000000014,0.9225000000000012,0.47250000000000014,-2.227499999999999
Fredy Alejandro Guarín Vásquez,Inter Milan,27,8.31,6.85,7.01,7.63,Advanced Playmaker,0.8600000000000003,-0.6000000000000005,-0.4400000000000004,0.17999999999999972
Frenkie de Jong,Barcelona,90,9.88,7.77,6.33,6.74,Advanced Playmaker,2.200000000000001,0.08999999999999986,-1.3499999999999996,-0.9399999999999995
Gabriel Veiga Novas,Celta Vigo,90,7.11,4.01,0.52,2.07,Advanced Playmaker,3.6825,0.5824999999999996,-2.9075,-1.3575000000000004
Gary Alexis Medel Soto,Inter Milan,27,9.6,3.03,7.5,4.63,Advanced Playmaker,3.41,-3.1599999999999997,1.3100000000000005,-1.5599999999999996
Gastón Brugman,Palermo,27,9.23,7.79,6.59,7.02,Advanced Playmaker,1.5725000000000007,0.13250000000000028,-1.0675,-0.6375000000000002
