defender,team,season_id,box_defending,aerial_ability,one_v_one,defensive_pressure,ball_progression,cluster_profile,relative_box_defending,relative_aerial_ability,relative_one_v_one,relative_defensive_pressure,relative_ball_progression
Raphaël Varane,France,106,9.1,9.1,9.1,9.1,8.5,Defensive Stopper,0.11999999999999922,0.11999999999999922,0.11999999999999922,0.11999999999999922,-0.4800000000000004
Rasmus Nicolaisen,Toulouse,235,6.2,6.2,6.2,6.2,6.3,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.07999999999999918
Rayan Ny Aina Arnaldo Raveloson,Auxerre,235,6.7,6.7,6.7,6.7,7.3,Defensive Stopper,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.47999999999999954
Raúl García Carnero,Leganés,4,6.4,6.4,6.4,6.2,7.0,Defensive Stopper,-0.08000000000000096,-0.08000000000000096,-0.08000000000000096,-0.28000000000000114,0.5199999999999987
Renato Júnior Luz Sanches,Paris Saint-Germain,235,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Ricard Puig Martí,Barcelona,90,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Riccardo Fiamozzi,Genoa,27,7.3,7.3,7.3,6.9,6.8,Defensive Stopper,0.1800000000000006,0.1800000000000006,0.1800000000000006,-0.21999999999999886,-0.3199999999999994
Riccardo Gagliolo,Carpi,27,9.5,9.5,9.5,9.5,9.5,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Riccardo Scimeca,Leicester City,44,5.8,5.8,5.8,5.7,6.2,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.15999999999999925,0.34000000000000075
Richard Dunne,Manchester City,44,5.8,5.8,5.8,5.7,6.2,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.15999999999999925,0.34000000000000075
Rio Ferdinand,Manchester United,44,5.7,5.7,5.7,5.6,5.7,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000096,0.019999999999999574
Robert Andrich,Bayer Leverkusen,281,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Robert Huth,Chelsea,44,5.8,5.8,5.8,5.7,6.0,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.11999999999999922,0.1800000000000006
Robin Knoche,Union Berlin,281,5.7,5.7,5.7,5.7,6.2,Defensive Stopper,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.40000000000000036
Robin Koch,Eintracht Frankfurt,281,6.6,6.6,6.6,6.6,6.6,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Romain Saïss,Morocco,106,9.1,9.1,9.1,9.1,9.1,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Ronald Federico Araújo da Silva,Barcelona,90,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Ronny Johnsen,Aston Villa,44,7.0,7.0,7.0,6.7,6.7,Defensive Stopper,0.1200000000000001,0.1200000000000001,0.1200000000000001,-0.17999999999999972,-0.17999999999999972
Roozbeh Cheshmi,Iran,106,5.2,5.2,5.2,5.2,5.0,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.16000000000000014
Ryan Porteous,Scotland,282,4.9,4.9,4.9,4.9,5.0,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.08000000000000007
Rúben Afonso Borges Semedo,Huesca,4,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Rúben Miguel Nunes Vezo,Levante UD,42,8.0,8.0,8.0,7.0,8.3,Defensive Stopper,0.14000000000000057,0.14000000000000057,0.14000000000000057,-0.8599999999999994,0.4400000000000013
Samet Akaydin,Turkey,282,9.0,9.0,9.0,8.5,8.5,Defensive Stopper,0.1999999999999993,0.1999999999999993,0.1999999999999993,-0.3000000000000007,-0.3000000000000007
Sami Hyypiä,Liverpool,44,7.0,7.0,7.0,6.7,7.1,Defensive Stopper,0.040000000000000924,0.040000000000000924,0.040000000000000924,-0.2599999999999989,0.14000000000000057
Samuel Gigot,Marseille,235,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Samuel Yves Umtiti,Barcelona,4,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Sanjin Prcić,Levante UD,4,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Saphir Sliti Taïder,Bologna,27,4.5,4.5,4.5,4.5,4.5,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Scott McKenna,Scotland,282,6.3,6.3,6.3,6.1,5.8,Defensive Stopper,0.13999999999999968,0.13999999999999968,0.13999999999999968,-0.0600000000000005,-0.3600000000000003
Sead Kolašinac,Marseille,235,5.7,5.7,5.7,5.7,5.9,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.16000000000000014
Sebastiaan Bornauw,Wolfsburg,281,6.4,6.4,6.4,6.3,6.6,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.1200000000000001,0.17999999999999972
Sebastián Coates Nión,Uruguay,106,7.0,7.0,7.0,7.0,7.3,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,0.2400000000000002
Sepp van den Berg,FSV Mainz 05,281,6.8,6.8,6.8,6.8,7.2,Defensive Stopper,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.3200000000000003
Sergino Dest,Barcelona,90,6.3,6.3,6.3,6.3,6.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Sergio Busquets i Burgos,Barcelona,4,6.5,6.5,6.5,6.4,6.3,Defensive Stopper,0.0600000000000005,0.0600000000000005,0.0600000000000005,-0.03999999999999915,-0.13999999999999968
Sergio Postigo Redondo,Levante UD,42,7.9,7.9,7.9,7.7,8.0,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.1800000000000006,0.11999999999999922
Sergio Ramos García,Paris Saint-Germain,235,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Sergio Álvarez Díaz,Eibar,4,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Shogo Taniguchi,Japan,106,7.2,7.2,7.2,7.2,7.2,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Sikou Niakate,Metz,108,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Simon Charlton,Bolton Wanderers,44,5.8,5.8,5.8,5.7,6.9,Defensive Stopper,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,-0.2999999999999998,0.9000000000000004
Sofian Chakla,Getafe,90,6.0,6.0,6.0,6.0,5.9,Defensive Stopper,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.020000000000000462,-0.07999999999999918
Sofyan Amrabat,Morocco,106,5.7,5.7,5.7,5.7,5.8,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.07999999999999918
Solomon Kverkvelia,Georgia,282,6.8,6.8,6.8,6.5,6.2,Defensive Stopper,0.17999999999999972,0.17999999999999972,0.17999999999999972,-0.1200000000000001,-0.41999999999999993
Souleymane Isaak Toure,Auxerre,235,5.7,5.7,5.7,5.7,6.3,Defensive Stopper,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.47999999999999954
Srđan Babić,Serbia,106,4.9,4.9,4.9,4.9,4.9,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Stefan Bell,FSV Mainz 05,281,6.0,6.0,6.0,5.9,6.0,Defensive Stopper,0.020000000000000462,0.020000000000000462,0.020000000000000462,-0.07999999999999918,0.020000000000000462
Stefan Mitrović,Serbia,106,5.1,5.1,5.1,5.1,4.9,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.15999999999999925
Stefan Savić,Atlético Madrid,90,6.9,6.9,6.9,6.9,7.5,Defensive Stopper,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.47999999999999954
Stephan El Shaarawy,AS Roma,27,4.7,4.7,4.7,4.6,4.6,Defensive Stopper,0.03999999999999915,0.03999999999999915,0.03999999999999915,-0.060000000000001386,-0.060000000000001386
Steve Howey,Leicester City,44,5.8,5.8,5.8,5.7,5.5,Defensive Stopper,0.08000000000000007,0.08000000000000007,0.08000000000000007,-0.019999999999999574,-0.21999999999999975
Steven Caldwell,Leeds United,44,5.7,5.7,5.7,5.6,6.3,Defensive Stopper,-0.10000000000000053,-0.10000000000000053,-0.10000000000000053,-0.20000000000000107,0.4999999999999991
Steven de Sousa Vitoria,Canada,106,8.2,8.2,8.2,8.2,8.0,Defensive Stopper,0.03999999999999915,0.03999999999999915,0.03999999999999915,0.03999999999999915,-0.16000000000000014
Sulzeer Jeremiah ''Sol' Campbell,Arsenal,44,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Sven Botman,Lille,108,5.9,5.9,5.9,5.9,6.0,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.08000000000000007
Takehiro Tomiyasu,Japan,106,6.7,6.7,6.7,6.7,6.8,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.07999999999999918
Tarek Salman Salman,Qatar,106,4.9,4.9,4.9,4.9,4.9,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Thiago Emiliano da Silva,Brazil,106,9.1,9.1,9.1,9.1,8.5,Defensive Stopper,0.11999999999999922,0.11999999999999922,0.11999999999999922,0.11999999999999922,-0.4800000000000004
Thiago Henrique Mendes Ribeiro,Lyon,235,5.7,5.7,5.7,5.7,6.3,Defensive Stopper,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.47999999999999954
Thiago Rangel Cionek,Palermo,27,9.5,9.5,9.5,9.5,9.2,Defensive Stopper,0.05999999999999872,0.05999999999999872,0.05999999999999872,0.05999999999999872,-0.240000000000002
Thilo Kehrer,Paris Saint-Germain,108,7.8,7.8,7.8,7.8,7.2,Defensive Stopper,0.1200000000000001,0.1200000000000001,0.1200000000000001,0.1200000000000001,-0.47999999999999954
Thomas Poppler Isherwood,Darmstadt 98,281,5.6,5.6,5.6,5.6,5.5,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000007
Thomas Vermaelen,Barcelona,4,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Tiago Emanuel Embaló Djaló,Lille,235,5.9,5.9,5.9,5.9,6.1,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.15999999999999925
Tim Drexler,Hoffenheim,281,6.0,6.0,6.0,6.0,6.0,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Tim Ream,United States,106,9.1,9.1,9.1,9.1,8.9,Defensive Stopper,0.040000000000000924,0.040000000000000924,0.040000000000000924,0.040000000000000924,-0.15999999999999837
Tim Siersleben,FC Heidenheim,281,6.0,6.0,6.0,6.0,6.4,Defensive Stopper,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.3200000000000003
Timothy Castagne,Belgium,282,5.7,5.7,5.7,5.6,5.4,Defensive Stopper,0.08000000000000007,0.08000000000000007,0.08000000000000007,-0.020000000000000462,-0.21999999999999975
Timothée Kolodziejczak,Saint-Étienne,108,5.4,5.4,5.4,5.4,5.4,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Titus Malachi Bramble,Newcastle United,44,5.8,5.8,5.8,5.7,6.4,Defensive Stopper,-0.10000000000000053,-0.10000000000000053,-0.10000000000000053,-0.20000000000000018,0.5
Toby Alderweireld,Belgium,106,8.1,8.1,8.1,8.1,7.6,Defensive Stopper,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.09999999999999964,-0.40000000000000036
Tomáš Holeš,Czech Republic,282,8.1,8.1,8.1,7.6,8.8,Defensive Stopper,-0.040000000000000924,-0.040000000000000924,-0.040000000000000924,-0.5400000000000009,0.6600000000000001
Ugo Ehiogu,Middlesbrough,44,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Unai García Lugea,Osasuna,90,6.0,6.0,6.0,6.0,6.3,Defensive Stopper,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,0.23999999999999932
Unai Núñez Gestoso,Athletic Club,90,6.1,6.1,6.1,6.1,6.4,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,0.2400000000000011
Vanja Drkušić,Slovenia,282,9.2,9.2,9.2,9.2,9.2,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Victor Nelsson,Denmark,106,5.8,5.8,5.8,5.8,5.6,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.16000000000000014
Vincent Le Goff,Lorient,235,5.7,5.7,5.7,5.7,6.2,Defensive Stopper,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.40000000000000036
Víctor Laguardia Cisneros,Deportivo Alavés,4,7.9,7.9,7.9,7.3,7.5,Defensive Stopper,0.20000000000000018,0.20000000000000018,0.20000000000000018,-0.40000000000000036,-0.20000000000000018
Waldemar Anton,VfB Stuttgart,281,7.0,7.0,7.0,6.9,7.1,Defensive Stopper,0.0,0.0,0.0,-0.09999999999999964,0.09999999999999964
Warmed Omari,Rennes,108,7.0,7.0,7.0,7.0,7.1,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.07999999999999918
William Gallas,Chelsea,44,5.8,5.8,5.8,5.7,5.7,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.05999999999999961,-0.05999999999999961
Willian Joel Pacho Tenorio,Eintracht Frankfurt,281,7.0,7.0,7.0,6.9,7.6,Defensive Stopper,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.1999999999999993,0.5
Woo-Young Jung,South Korea,106,5.8,5.8,5.8,5.8,6.2,Defensive Stopper,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.3200000000000003
Yan Valery,Angers,235,5.6,5.6,5.6,5.6,6.2,Defensive Stopper,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.4800000000000004
Yassine Meriah,Tunisia,106,8.2,8.2,8.2,8.2,8.2,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Yeray Álvarez López,Athletic Club,4,7.9,7.9,7.9,7.3,8.6,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.6200000000000001,0.6799999999999997
Yoann Salmier,Troyes,235,5.7,5.7,5.7,5.7,5.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Young-Gwon Kim,South Korea,106,9.1,9.1,9.1,9.1,9.1,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Yu-Min Cho,South Korea,106,4.9,4.9,4.9,4.9,4.9,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Yuto Nagatomo,Japan,106,5.1,5.1,5.1,5.1,5.4,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,0.2400000000000011
Zat Knight,Fulham,44,5.8,5.8,5.8,5.7,6.2,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.15999999999999925,0.34000000000000075
Zeno Debast,Belgium,282,5.7,5.7,5.7,5.5,5.6,Defensive Stopper,0.05999999999999961,0.05999999999999961,0.05999999999999961,-0.14000000000000057,-0.040000000000000924
Zoumana Camara,Leeds United,44,5.8,5.8,5.8,5.6,6.3,Defensive Stopper,-0.0600000000000005,-0.0600000000000005,-0.0600000000000005,-0.2600000000000007,0.4399999999999995
Ádám Lang,Hungary,282,5.0,5.0,5.0,4.9,4.8,Defensive Stopper,0.0600000000000005,0.0600000000000005,0.0600000000000005,-0.03999999999999915,-0.13999999999999968
Éder Gabriel Militão,Brazil,106,5.8,5.8,5.8,5.8,5.8,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Óscar Esau Duarte Gaitán,Costa Rica,106,8.1,8.1,8.1,8.1,9.0,Defensive Stopper,-0.17999999999999972,-0.17999999999999972,-0.17999999999999972,-0.17999999999999972,0.7200000000000006
Óscar Mingueza García,Barcelona,90,8.7,8.7,8.7,8.7,8.7,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Ştefan Daniel Radu,Lazio,27,5.3,5.3,5.3,5.0,5.2,Defensive Stopper,0.08000000000000007,0.08000000000000007,0.08000000000000007,-0.21999999999999975,-0.019999999999999574
Abdelhamid El Kaoutari,Palermo,27,9.5,9.5,9.5,9.5,8.6,Wing-Back,0.17999999999999972,0.17999999999999972,0.17999999999999972,0.17999999999999972,-0.7200000000000006
Adriano Russo,Frosinone,27,9.5,9.5,9.5,9.5,7.7,Wing-Back,0.35999999999999943,0.35999999999999943,0.35999999999999943,0.35999999999999943,-1.4400000000000004
Alessandro Gamberini,Chievo,27,9.5,9.5,9.5,7.9,7.6,Wing-Back,0.6999999999999993,0.6999999999999993,0.6999999999999993,-0.9000000000000004,-1.200000000000001
Alessio Romagnoli,AC Milan,27,9.5,9.5,9.5,8.1,8.2,Wing-Back,0.5400000000000009,0.5400000000000009,0.5400000000000009,-0.8599999999999994,-0.7599999999999998
Alex Ferrari,Bologna,27,6.9,6.9,6.9,6.0,6.3,Wing-Back,0.3000000000000007,0.3000000000000007,0.3000000000000007,-0.5999999999999996,-0.2999999999999998
Alex Rodrigo Dias da Costa,AC Milan,27,9.5,9.5,9.5,8.4,7.5,Wing-Back,0.620000000000001,0.620000000000001,0.620000000000001,-0.47999999999999865,-1.379999999999999
Ali Albulayhi,Saudi Arabia,106,7.0,7.0,7.0,7.0,6.1,Wing-Back,0.17999999999999972,0.17999999999999972,0.17999999999999972,0.17999999999999972,-0.7200000000000006
Aljaž Struna,Palermo,27,9.5,9.5,9.5,8.3,8.4,Wing-Back,0.46000000000000085,0.46000000000000085,0.46000000000000085,-0.7399999999999984,-0.6399999999999988
Andrea Barzagli,Juventus,27,9.5,9.5,9.5,7.9,8.3,Wing-Back,0.5599999999999987,0.5599999999999987,0.5599999999999987,-1.040000000000001,-0.6400000000000006
Andrea Costa,Empoli,27,9.5,9.5,9.5,7.7,7.9,Wing-Back,0.6799999999999997,0.6799999999999997,0.6799999999999997,-1.12,-0.9199999999999999
Andrea Masiello,Atalanta,27,9.5,9.5,9.5,7.7,9.3,Wing-Back,0.40000000000000036,0.40000000000000036,0.40000000000000036,-1.3999999999999995,0.20000000000000107
Andrea Ranocchia,Sampdoria,27,9.5,9.5,9.5,8.0,8.4,Wing-Back,0.5199999999999996,0.5199999999999996,0.5199999999999996,-0.9800000000000004,-0.5800000000000001
Andreas Christensen,Denmark,282,9.1,9.1,9.1,8.5,7.5,Wing-Back,0.4399999999999995,0.4399999999999995,0.4399999999999995,-0.16000000000000014,-1.1600000000000001
Andrei Burcă Andonie,Romania,282,9.1,9.1,9.1,8.5,8.3,Wing-Back,0.28000000000000114,0.28000000000000114,0.28000000000000114,-0.3199999999999985,-0.5199999999999978
Antonio Rüdiger,AS Roma,27,9.5,9.5,9.5,8.3,8.3,Wing-Back,0.4800000000000004,0.4800000000000004,0.4800000000000004,-0.7199999999999989,-0.7199999999999989
Aridane Hernández Umpiérrez,Osasuna,42,6.5,6.5,6.5,6.0,5.9,Wing-Back,0.22000000000000064,0.22000000000000064,0.22000000000000064,-0.27999999999999936,-0.379999999999999
Arlind Afrim Ajeti,Frosinone,27,9.5,9.5,9.5,8.3,8.6,Wing-Back,0.41999999999999993,0.41999999999999993,0.41999999999999993,-0.7799999999999994,-0.4800000000000004
Armando Izzo,Genoa,27,9.5,9.5,9.5,8.9,8.3,Wing-Back,0.35999999999999943,0.35999999999999943,0.35999999999999943,-0.2400000000000002,-0.8399999999999999
Aïssa Mandi,Real Betis,4,8.0,8.0,8.0,7.4,7.1,Wing-Back,0.2999999999999998,0.2999999999999998,0.2999999999999998,-0.2999999999999998,-0.6000000000000005
Berat Djimsiti,Albania,282,8.2,8.2,8.2,7.7,7.2,Wing-Back,0.29999999999999893,0.29999999999999893,0.29999999999999893,-0.20000000000000018,-0.7000000000000002
Bernardo José Espinosa Zúñiga,Espanyol,42,8.0,8.0,8.0,6.9,7.3,Wing-Back,0.3600000000000012,0.3600000000000012,0.3600000000000012,-0.7399999999999984,-0.33999999999999897
Boštjan Cesar,Chievo,27,9.5,9.5,9.5,8.3,8.5,Wing-Back,0.4400000000000013,0.4400000000000013,0.4400000000000013,-0.759999999999998,-0.5599999999999987
Cesare Bovo,Torino,27,9.5,9.5,9.5,8.1,9.5,Wing-Back,0.27999999999999936,0.27999999999999936,0.27999999999999936,-1.120000000000001,0.27999999999999936
Cristian Eduardo Zapata Valencia,AC Milan,27,9.5,9.5,9.5,8.7,8.0,Wing-Back,0.4599999999999991,0.4599999999999991,0.4599999999999991,-0.34000000000000163,-1.040000000000001
Daniele De Rossi,AS Roma,27,9.5,9.5,9.5,8.1,9.3,Wing-Back,0.3199999999999985,0.3199999999999985,0.3199999999999985,-1.0800000000000018,0.11999999999999922
Daniele Gastaldello,Bologna,27,9.5,9.5,9.5,7.9,8.4,Wing-Back,0.5400000000000009,0.5400000000000009,0.5400000000000009,-1.0599999999999987,-0.5599999999999987
Daniele Rugani,Juventus,27,9.5,9.5,9.5,8.6,7.9,Wing-Back,0.5,0.5,0.5,-0.40000000000000036,-1.0999999999999996
Danilo D''Ambrosio,Inter Milan,27,8.3,8.3,8.3,7.4,7.2,Wing-Back,0.39999999999999947,0.39999999999999947,0.39999999999999947,-0.5000000000000009,-0.7000000000000011
Dario Dainelli,Chievo,27,9.5,9.5,9.5,8.0,8.7,Wing-Back,0.4599999999999991,0.4599999999999991,0.4599999999999991,-1.040000000000001,-0.34000000000000163
David García Zubiría,Osasuna,42,6.6,6.6,6.6,6.1,6.0,Wing-Back,0.21999999999999975,0.21999999999999975,0.21999999999999975,-0.28000000000000025,-0.3799999999999999
Davide Astori,Fiorentina,27,9.5,9.5,9.5,7.7,8.3,Wing-Back,0.5999999999999996,0.5999999999999996,0.5999999999999996,-1.2000000000000002,-0.5999999999999996
Davide Santon,Inter Milan,27,8.1,8.1,8.1,6.8,7.1,Wing-Back,0.46000000000000085,0.46000000000000085,0.46000000000000085,-0.839999999999999,-0.5399999999999991
Diego Javier Llorente Ríos,Real Sociedad,42,7.6,7.6,7.6,6.7,6.9,Wing-Back,0.3200000000000003,0.3200000000000003,0.3200000000000003,-0.5799999999999992,-0.379999999999999
Domenico Maietta,Bologna,27,9.5,9.5,9.5,8.9,8.8,Wing-Back,0.2599999999999998,0.2599999999999998,0.2599999999999998,-0.33999999999999986,-0.4399999999999995
Domingos Sousa Coutinho Meneses Duarte,Granada,42,7.7,7.7,7.7,6.8,6.6,Wing-Back,0.40000000000000036,0.40000000000000036,0.40000000000000036,-0.5,-0.7000000000000002
Edoardo Goldaniga,Palermo,27,9.5,9.5,9.5,8.0,8.6,Wing-Back,0.4800000000000004,0.4800000000000004,0.4800000000000004,-1.0199999999999996,-0.41999999999999993
Emanuele Suagher,Carpi,27,9.5,9.5,9.5,8.5,7.6,Wing-Back,0.5800000000000001,0.5800000000000001,0.5800000000000001,-0.41999999999999993,-1.3200000000000003
Emanuele Terranova,Sassuolo,27,9.2,9.2,9.2,7.5,7.3,Wing-Back,0.7200000000000006,0.7200000000000006,0.7200000000000006,-0.9799999999999986,-1.1799999999999988
Emiliano Moretti,Torino,27,9.5,9.5,9.5,8.2,8.7,Wing-Back,0.41999999999999815,0.41999999999999815,0.41999999999999815,-0.8800000000000026,-0.38000000000000256
Eros Pisano,Hellas Verona,27,9.5,9.5,9.5,7.7,9.5,Wing-Back,0.35999999999999943,0.35999999999999943,0.35999999999999943,-1.4400000000000004,0.35999999999999943
Ervin Zukanović,Sampdoria,27,9.5,9.5,9.5,7.7,8.8,Wing-Back,0.5,0.5,0.5,-1.2999999999999998,-0.1999999999999993
Ezequiel Muñoz,Genoa,27,9.5,9.5,9.5,9.5,7.9,Wing-Back,0.3200000000000003,0.3200000000000003,0.3200000000000003,0.3200000000000003,-1.2799999999999994
Fabrizio Poli,Carpi,27,9.5,9.5,9.5,8.5,9.0,Wing-Back,0.3000000000000007,0.3000000000000007,0.3000000000000007,-0.6999999999999993,-0.1999999999999993
Facundo Sebastián Roncaglia,Fiorentina,27,9.5,9.5,9.5,9.1,7.9,Wing-Back,0.40000000000000036,0.40000000000000036,0.40000000000000036,0.0,-1.1999999999999993
Federico Barba,Empoli,27,9.5,9.5,9.5,7.7,7.4,Wing-Back,0.7799999999999994,0.7799999999999994,0.7799999999999994,-1.0200000000000005,-1.3200000000000003
Felipe Augusto de Almeida Monteiro,Atlético Madrid,42,8.0,8.0,8.0,6.9,6.7,Wing-Back,0.47999999999999954,0.47999999999999954,0.47999999999999954,-0.6200000000000001,-0.8200000000000003
Filip Helander,Hellas Verona,27,9.5,9.5,9.5,8.5,7.7,Wing-Back,0.5599999999999987,0.5599999999999987,0.5599999999999987,-0.4400000000000013,-1.240000000000001
Francesco Acerbi,Sassuolo,27,9.5,9.5,9.5,7.8,8.2,Wing-Back,0.5999999999999996,0.5999999999999996,0.5999999999999996,-1.1000000000000005,-0.7000000000000011
Francisco José Olivas Alba,Real Valladolid,42,7.9,7.9,7.9,6.9,6.9,Wing-Back,0.40000000000000036,0.40000000000000036,0.40000000000000036,-0.5999999999999996,-0.5999999999999996
Gabriel Alejandro Paletta,Atalanta,27,9.5,9.5,9.5,8.3,9.0,Wing-Back,0.33999999999999986,0.33999999999999986,0.33999999999999986,-0.8599999999999994,-0.16000000000000014
Gary Alexis Medel Soto,Inter Milan,27,9.5,9.5,9.5,8.6,8.0,Wing-Back,0.4800000000000004,0.4800000000000004,0.4800000000000004,-0.41999999999999993,-1.0199999999999996
Giancarlo González Castro,Palermo,27,9.5,9.5,9.5,7.7,8.4,Wing-Back,0.5800000000000001,0.5800000000000001,0.5800000000000001,-1.2199999999999998,-0.5199999999999996
Giorgi Gvelesiani,Georgia,282,6.6,6.6,6.6,6.3,5.8,Wing-Back,0.21999999999999975,0.21999999999999975,0.21999999999999975,-0.08000000000000007,-0.5800000000000001
Giorgio Chiellini,Juventus,27,9.5,9.5,9.5,7.7,8.6,Wing-Back,0.5399999999999991,0.5399999999999991,0.5399999999999991,-1.2600000000000007,-0.3600000000000012
Giovanni Marchese,Genoa,27,9.5,9.5,9.5,8.6,9.0,Wing-Back,0.27999999999999936,0.27999999999999936,0.27999999999999936,-0.620000000000001,-0.22000000000000064
Gonzalo Javier Rodríguez,Fiorentina,27,9.5,9.5,9.5,7.8,8.3,Wing-Back,0.5800000000000018,0.5800000000000018,0.5800000000000018,-1.1199999999999983,-0.6199999999999974
Grant Campbell Hanley,Scotland,282,7.6,7.6,7.6,7.2,6.7,Wing-Back,0.2600000000000007,0.2600000000000007,0.2600000000000007,-0.1399999999999988,-0.6399999999999988
