defender,team,season_id,box_defending,aerial_ability,one_v_one,defensive_pressure,ball_progression,cluster_profile,relative_box_defending,relative_aerial_ability,relative_one_v_one,relative_defensive_pressure,relative_ball_progression
Abdoulaye Bamba,Angers,235,5.6,5.6,5.6,6.7,5.5,Ball-Playing Defender,-0.1999999999999993,-0.1999999999999993,-0.1999999999999993,0.9000000000000012,-0.29999999999999893
Alejandro Grimaldo García,Bayer Leverkusen,281,6.0,6.0,6.0,6.6,6.2,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.4399999999999995,0.040000000000000036
Alistair Johnston,Canada,106,6.9,6.9,6.9,7.8,7.4,Ball-Playing Defender,-0.28000000000000114,-0.28000000000000114,-0.28000000000000114,0.6199999999999983,0.21999999999999886
Andrei Girotto,Nantes,235,6.7,6.7,6.7,7.8,7.0,Ball-Playing Defender,-0.28000000000000114,-0.28000000000000114,-0.28000000000000114,0.8199999999999985,0.019999999999998685
Anthony Caci,FSV Mainz 05,281,6.0,6.0,6.0,6.4,6.1,Ball-Playing Defender,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.3000000000000007,0.0
Anthony Gardner,Tottenham Hotspur,44,7.1,7.1,7.1,8.7,8.0,Ball-Playing Defender,-0.5,-0.5,-0.5,1.0999999999999996,0.40000000000000036
Anton Stach,Hoffenheim,281,6.0,6.0,6.0,6.7,6.4,Ball-Playing Defender,-0.22000000000000064,-0.22000000000000064,-0.22000000000000064,0.47999999999999954,0.17999999999999972
Arjan de Zeeuw,Portsmouth,44,7.0,7.0,7.0,7.8,6.0,Ball-Playing Defender,0.040000000000000924,0.040000000000000924,0.040000000000000924,0.8400000000000007,-0.9599999999999991
Arturo Erasmo Vidal Pardo,Barcelona,42,6.5,6.5,6.5,6.9,6.3,Ball-Playing Defender,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915,0.3600000000000012,-0.23999999999999932
Benedikt Gimber,FC Heidenheim,281,5.9,5.9,5.9,6.7,5.9,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.6399999999999997,-0.16000000000000014
Bernardo Fernandes da Silva Junior,Bochum,281,6.4,6.4,6.4,7.0,6.9,Ball-Playing Defender,-0.21999999999999975,-0.21999999999999975,-0.21999999999999975,0.3799999999999999,0.28000000000000025
Birama Touré,Auxerre,235,5.7,5.7,5.7,6.4,5.8,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.54,-0.0600000000000005
Boubakar Kouyate,Montpellier,235,5.7,5.7,5.7,6.8,6.6,Ball-Playing Defender,-0.39999999999999947,-0.39999999999999947,-0.39999999999999947,0.7000000000000002,0.5
Brendan Chardonnet,Stade Brestois,235,5.7,5.7,5.7,6.6,5.9,Ball-Playing Defender,-0.21999999999999975,-0.21999999999999975,-0.21999999999999975,0.6799999999999997,-0.019999999999999574
Bruno González Cabrera,Real Valladolid,90,6.1,6.1,6.1,6.9,5.9,Ball-Playing Defender,-0.11999999999999922,-0.11999999999999922,-0.11999999999999922,0.6800000000000015,-0.3199999999999985
Chris Mepham,Wales,106,8.2,8.2,8.2,9.0,8.3,Ball-Playing Defender,-0.17999999999999972,-0.17999999999999972,-0.17999999999999972,0.620000000000001,-0.0799999999999983
Chris Perry,Charlton Athletic,44,5.8,5.8,5.8,6.5,5.5,Ball-Playing Defender,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.6200000000000001,-0.3799999999999999
Christian Groß,Werder Bremen,281,5.9,5.9,5.9,6.4,5.9,Ball-Playing Defender,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.40000000000000036,-0.09999999999999964
Christoph Klarer,Darmstadt 98,281,6.0,6.0,6.0,7.0,6.5,Ball-Playing Defender,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.7000000000000002,0.20000000000000018
Craig Short,Blackburn Rovers,44,7.0,7.0,7.0,7.5,7.0,Ball-Playing Defender,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.40000000000000036,-0.09999999999999964
Daniel Filipe Martins Carriço,Sevilla,4,6.4,6.4,6.4,7.2,6.4,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.6399999999999997,-0.16000000000000014
Dennis Appiah,Nantes,108,5.9,5.9,5.9,6.6,5.7,Ball-Playing Defender,-0.10000000000000053,-0.10000000000000053,-0.10000000000000053,0.5999999999999988,-0.3000000000000007
Dimitrios Siovas,Huesca,90,6.9,6.9,6.9,7.6,7.7,Ball-Playing Defender,-0.3000000000000007,-0.3000000000000007,-0.3000000000000007,0.3999999999999986,0.4999999999999991
Diogo Filipe Monteiro Pinto Leite,Union Berlin,281,6.9,6.9,6.9,8.7,7.5,Ball-Playing Defender,-0.4800000000000004,-0.4800000000000004,-0.4800000000000004,1.3199999999999985,0.11999999999999922
Emiliano Daniel Velázquez Maldonado,Rayo Vallecano,4,6.4,6.4,6.4,7.2,6.5,Ball-Playing Defender,-0.1800000000000006,-0.1800000000000006,-0.1800000000000006,0.6199999999999992,-0.08000000000000096
Emre Can,Borussia Dortmund,281,6.0,6.0,6.0,6.5,5.9,Ball-Playing Defender,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.41999999999999993,-0.17999999999999972
Enzo Ebosse,Cameroon,106,5.8,5.8,5.8,6.7,5.8,Ball-Playing Defender,-0.17999999999999972,-0.17999999999999972,-0.17999999999999972,0.7200000000000006,-0.17999999999999972
Erhan Mašović,Bochum,281,6.1,6.1,6.1,6.5,5.8,Ball-Playing Defender,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.3800000000000008,-0.3199999999999994
Fabrizio Cacciatore,Chievo,27,5.5,5.5,5.5,5.9,5.0,Ball-Playing Defender,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.4200000000000008,-0.47999999999999954
Facundo Axel Medina,Lens,235,5.6,5.6,5.6,6.2,6.2,Ball-Playing Defender,-0.23999999999999932,-0.23999999999999932,-0.23999999999999932,0.3600000000000012,0.3600000000000012
Florian Grillitsch,Hoffenheim,281,6.0,6.0,6.0,7.2,6.2,Ball-Playing Defender,-0.27999999999999936,-0.27999999999999936,-0.27999999999999936,0.9200000000000008,-0.07999999999999918
Florian Grégoire Claude Lejeune,Deportivo Alavés,90,6.9,6.9,6.9,7.8,7.2,Ball-Playing Defender,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,0.6599999999999993,0.05999999999999961
Gaetano Letizia,Carpi,27,6.9,6.9,6.9,7.6,7.2,Ball-Playing Defender,-0.20000000000000107,-0.20000000000000107,-0.20000000000000107,0.4999999999999982,0.09999999999999876
Gastón Alexis Silva Perdomo,Torino,27,8.3,8.3,8.3,9.0,6.9,Ball-Playing Defender,0.14000000000000057,0.14000000000000057,0.14000000000000057,0.8399999999999999,-1.2599999999999998
Gaël Clichy,Arsenal,44,5.8,5.8,5.8,6.4,5.8,Ball-Playing Defender,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.4800000000000004,-0.1200000000000001
Giulian Biancone,Troyes,108,5.9,5.9,5.9,6.7,5.8,Ball-Playing Defender,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,0.6599999999999993,-0.2400000000000011
Gonçalo Bernardo Inácio,Portugal,282,6.0,6.0,6.0,6.5,6.2,Ball-Playing Defender,-0.13999999999999968,-0.13999999999999968,-0.13999999999999968,0.3600000000000003,0.0600000000000005
Iago Amaral Borduchi,Augsburg,281,5.9,5.9,5.9,6.6,6.0,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.5399999999999991,-0.0600000000000005
Isaac Cofie,Carpi,27,5.5,5.5,5.5,6.0,5.8,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.33999999999999986,0.13999999999999968
Ismael Doukoure,Strasbourg,235,5.6,5.6,5.6,6.3,5.7,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.54,-0.05999999999999961
Joaquín Fernández Moreno,Real Valladolid,4,6.5,6.5,6.5,7.3,6.4,Ball-Playing Defender,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,0.6599999999999993,-0.2400000000000002
Jonathan Woodgate,Newcastle United,44,5.8,5.8,5.8,6.6,6.0,Ball-Playing Defender,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,0.5999999999999996,0.0
Jorge Pulido Mayoral,Huesca,90,6.1,6.1,6.1,7.0,6.5,Ball-Playing Defender,-0.2599999999999998,-0.2599999999999998,-0.2599999999999998,0.6400000000000006,0.14000000000000057
Joseph Phillip Yobo,Everton,44,5.8,5.8,5.8,6.9,6.4,Ball-Playing Defender,-0.33999999999999897,-0.33999999999999897,-0.33999999999999897,0.7600000000000016,0.26000000000000156
Joseph Scally,Borussia Mönchengladbach,281,6.0,6.0,6.0,6.9,6.1,Ball-Playing Defender,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,0.7000000000000002,-0.10000000000000053
José María Giménez de Vargas,Uruguay,106,8.3,8.3,8.3,9.1,8.4,Ball-Playing Defender,-0.17999999999999972,-0.17999999999999972,-0.17999999999999972,0.6199999999999992,-0.08000000000000007
José Ramiro Funes Mori,Villarreal,4,6.5,6.5,6.5,7.5,6.4,Ball-Playing Defender,-0.17999999999999972,-0.17999999999999972,-0.17999999999999972,0.8200000000000003,-0.27999999999999936
Junior Castello Lukeba,Lyon,235,6.6,6.6,6.6,7.7,6.7,Ball-Playing Defender,-0.23999999999999932,-0.23999999999999932,-0.23999999999999932,0.8600000000000012,-0.1399999999999988
Keven Schlotterbeck,Bochum,281,6.9,6.9,6.9,7.6,7.2,Ball-Playing Defender,-0.20000000000000107,-0.20000000000000107,-0.20000000000000107,0.4999999999999982,0.09999999999999876
Kevin Akpoguma,Hoffenheim,281,5.9,5.9,5.9,6.5,6.1,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.4399999999999995,0.03999999999999915
Kiliann Sildillia,Freiburg,281,6.0,6.0,6.0,6.6,6.6,Ball-Playing Defender,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,0.35999999999999943,0.35999999999999943
Laureano Bisan-Etame Mayer,Arsenal,44,5.8,5.8,5.8,6.6,6.0,Ball-Playing Defender,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,0.5999999999999996,0.0
Leandro Daniel Cabrera Sasía,Getafe,4,7.8,7.8,7.8,8.4,7.5,Ball-Playing Defender,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,0.5400000000000009,-0.35999999999999943
Ledley King,Tottenham Hotspur,44,7.1,7.1,7.1,7.6,6.7,Ball-Playing Defender,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.47999999999999954,-0.41999999999999993
Lennard Maloney,FC Heidenheim,281,6.0,6.0,6.0,6.7,5.9,Ball-Playing Defender,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.5800000000000001,-0.21999999999999975
Leonardo Julián Balerdi Rossa,Marseille,235,6.7,6.7,6.7,7.3,7.7,Ball-Playing Defender,-0.3200000000000003,-0.3200000000000003,-0.3200000000000003,0.27999999999999936,0.6799999999999997
Lluís López Mármol,Espanyol,4,6.4,6.4,6.4,7.2,6.7,Ball-Playing Defender,-0.21999999999999975,-0.21999999999999975,-0.21999999999999975,0.5800000000000001,0.08000000000000007
Lucas Perrin,Strasbourg,235,5.6,5.6,5.6,6.2,5.7,Ball-Playing Defender,-0.13999999999999968,-0.13999999999999968,-0.13999999999999968,0.46000000000000085,-0.03999999999999915
Lucas Radebe,Leeds United,44,5.5,5.5,5.5,6.0,5.8,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.33999999999999986,0.13999999999999968
Mahdi Camara,Saint-Étienne,108,5.9,5.9,5.9,6.6,6.3,Ball-Playing Defender,-0.22000000000000064,-0.22000000000000064,-0.22000000000000064,0.47999999999999865,0.17999999999999883
Marin Pongracic,Croatia,282,6.9,6.9,6.9,7.5,6.2,Ball-Playing Defender,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.6199999999999992,-0.6800000000000006
Mario Hermoso Canseco,Atlético Madrid,90,7.0,7.0,7.0,7.8,8.0,Ball-Playing Defender,-0.35999999999999943,-0.35999999999999943,-0.35999999999999943,0.4400000000000004,0.6400000000000006
Martín Montoya Torralbo,Inter Milan,27,5.5,5.5,5.5,5.9,5.1,Ball-Playing Defender,0.0,0.0,0.0,0.40000000000000036,-0.40000000000000036
Marvin Friedrich,Borussia Mönchengladbach,281,6.9,6.9,6.9,7.8,6.9,Ball-Playing Defender,-0.1800000000000006,-0.1800000000000006,-0.1800000000000006,0.7199999999999989,-0.1800000000000006
Mats Hummels,Borussia Dortmund,281,7.0,7.0,7.0,7.6,7.5,Ball-Playing Defender,-0.22000000000000064,-0.22000000000000064,-0.22000000000000064,0.379999999999999,0.27999999999999936
Matthias Bader,Darmstadt 98,281,6.0,6.0,6.0,6.7,6.4,Ball-Playing Defender,-0.22000000000000064,-0.22000000000000064,-0.22000000000000064,0.47999999999999954,0.17999999999999972
Maxime Esteve,Montpellier,108,6.0,6.0,6.0,6.6,6.5,Ball-Playing Defender,-0.22000000000000064,-0.22000000000000064,-0.22000000000000064,0.379999999999999,0.27999999999999936
Maximiliano Caufriez,Clermont Foot,235,5.6,5.6,5.6,6.2,5.9,Ball-Playing Defender,-0.17999999999999972,-0.17999999999999972,-0.17999999999999972,0.4200000000000008,0.120000000000001
Mikaël Silvestre,Manchester United,44,7.1,7.1,7.1,8.4,7.4,Ball-Playing Defender,-0.3199999999999994,-0.3199999999999994,-0.3199999999999994,0.9800000000000013,-0.019999999999998685
Mikel Merino Zazón,Real Sociedad,4,6.4,6.4,6.4,7.2,6.6,Ball-Playing Defender,-0.1999999999999993,-0.1999999999999993,-0.1999999999999993,0.6000000000000005,0.0
Moussa Diarra,Toulouse,235,5.6,5.6,5.6,6.7,6.1,Ball-Playing Defender,-0.3199999999999994,-0.3199999999999994,-0.3199999999999994,0.7800000000000011,0.1800000000000006
Márton Dárdai,Hungary,282,6.8,6.8,6.8,7.5,7.6,Ball-Playing Defender,-0.2999999999999998,-0.2999999999999998,-0.2999999999999998,0.40000000000000036,0.5
Nicolas Pallois,Nantes,235,6.4,6.4,6.4,6.9,6.7,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.33999999999999986,0.13999999999999968
Nikola Milenković,Serbia,106,8.2,8.2,8.2,9.1,7.5,Ball-Playing Defender,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915,0.8600000000000012,-0.7399999999999984
Nuno Mendes,Portugal,282,5.6,5.6,5.6,6.0,5.6,Ball-Playing Defender,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.3200000000000003,-0.08000000000000007
Oliver Kragl,Frosinone,27,5.5,5.5,5.5,5.9,5.5,Ball-Playing Defender,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.3200000000000003,-0.08000000000000007
Olivier Tébily,Birmingham City,44,5.8,5.8,5.8,6.2,6.0,Ball-Playing Defender,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.28000000000000025,0.08000000000000007
Olof Mellberg,Aston Villa,44,7.1,7.1,7.1,7.6,7.9,Ball-Playing Defender,-0.2599999999999998,-0.2599999999999998,-0.2599999999999998,0.2400000000000002,0.5400000000000009
Ozan Muhammed Kabak,Hoffenheim,281,7.0,7.0,7.0,8.1,7.6,Ball-Playing Defender,-0.34000000000000075,-0.34000000000000075,-0.34000000000000075,0.7599999999999989,0.2599999999999989
Pablo Ínsua Blanco,Huesca,90,6.7,6.7,6.7,8.3,6.8,Ball-Playing Defender,-0.34000000000000075,-0.34000000000000075,-0.34000000000000075,1.2599999999999998,-0.2400000000000011
Patrick Mainka,FC Heidenheim,281,7.0,7.0,7.0,8.6,7.3,Ball-Playing Defender,-0.3799999999999999,-0.3799999999999999,-0.3799999999999999,1.2199999999999998,-0.08000000000000007
Paul Jaeckel,Union Berlin,281,6.0,6.0,6.0,6.5,6.3,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.33999999999999986,0.13999999999999968
Paul Konchesky,Tottenham Hotspur,44,5.6,5.6,5.6,6.1,5.4,Ball-Playing Defender,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,0.4400000000000004,-0.2599999999999989
Paweł Dawidowicz,Poland,282,6.8,6.8,6.8,7.3,6.0,Ball-Playing Defender,0.05999999999999961,0.05999999999999961,0.05999999999999961,0.5599999999999996,-0.7400000000000002
Pedro Alcalá Guirado,Girona,4,7.9,7.9,7.9,8.3,8.1,Ball-Playing Defender,-0.11999999999999922,-0.11999999999999922,-0.11999999999999922,0.28000000000000114,0.08000000000000007
Raúl Rodríguez Navas,Osasuna,42,6.5,6.5,6.5,7.0,5.9,Ball-Playing Defender,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.5200000000000005,-0.5799999999999992
Robin Hranáč,Czech Republic,282,8.2,8.2,8.2,8.6,7.5,Ball-Playing Defender,0.0600000000000005,0.0600000000000005,0.0600000000000005,0.46000000000000085,-0.6399999999999988
Rubén Alcaraz Jiménez,Real Valladolid,90,6.1,6.1,6.1,6.7,6.2,Ball-Playing Defender,-0.13999999999999968,-0.13999999999999968,-0.13999999999999968,0.46000000000000085,-0.03999999999999915
Sergi Gómez Solà,Sevilla,4,7.8,7.8,7.8,8.3,7.3,Ball-Playing Defender,0.0,0.0,0.0,0.5000000000000009,-0.5
Simon Thorup Kjær,Sevilla,4,7.3,7.3,7.3,7.9,6.9,Ball-Playing Defender,-0.03999999999999915,-0.03999999999999915,-0.03999999999999915,0.5600000000000014,-0.4399999999999986
Sinaly Diomande,Lyon,235,5.7,5.7,5.7,6.7,6.1,Ball-Playing Defender,-0.27999999999999936,-0.27999999999999936,-0.27999999999999936,0.7200000000000006,0.1200000000000001
Stian Rode Gregersen,Bordeaux,108,6.0,6.0,6.0,6.7,6.2,Ball-Playing Defender,-0.17999999999999972,-0.17999999999999972,-0.17999999999999972,0.5200000000000005,0.020000000000000462
Strahinja Pavlović,Serbia,282,8.2,8.2,8.2,9.2,8.0,Ball-Playing Defender,-0.16000000000000014,-0.16000000000000014,-0.16000000000000014,0.8399999999999999,-0.35999999999999943
Sylvain Distin,Manchester City,44,7.1,7.1,7.1,8.7,7.8,Ball-Playing Defender,-0.45999999999999996,-0.45999999999999996,-0.45999999999999996,1.1399999999999997,0.2400000000000002
Timo Hübers,FC Köln,281,6.9,6.9,6.9,7.4,7.0,Ball-Playing Defender,-0.1200000000000001,-0.1200000000000001,-0.1200000000000001,0.3799999999999999,-0.020000000000000462
Unai Bustinza Martínez,Leganés,42,8.0,8.0,8.0,8.7,8.7,Ball-Playing Defender,-0.28000000000000114,-0.28000000000000114,-0.28000000000000114,0.41999999999999815,0.41999999999999815
Víctor David Díaz Miguel,Granada,90,6.0,6.0,6.0,7.0,6.9,Ball-Playing Defender,-0.3799999999999999,-0.3799999999999999,-0.3799999999999999,0.6200000000000001,0.5200000000000005
Wes Brown,Manchester United,44,5.8,5.8,5.8,6.6,6.0,Ball-Playing Defender,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,0.5999999999999996,0.0
Xabier Etxeita Gorritxategi,Getafe,42,6.5,6.5,6.5,6.8,5.9,Ball-Playing Defender,0.05999999999999961,0.05999999999999961,0.05999999999999961,0.35999999999999943,-0.54
Youssouf Ndayishimiye,OGC Nice,235,5.6,5.6,5.6,6.4,6.2,Ball-Playing Defender,-0.27999999999999936,-0.27999999999999936,-0.27999999999999936,0.5200000000000014,0.3200000000000012
Yunis Abdelhamid,Stade de Reims,108,6.9,6.9,6.9,8.7,7.3,Ball-Playing Defender,-0.4400000000000004,-0.4400000000000004,-0.4400000000000004,1.3599999999999985,-0.040000000000000924
Álvaro González Soberón,Villarreal,4,7.7,7.7,7.7,8.1,7.2,Ball-Playing Defender,0.019999999999998685,0.019999999999998685,0.019999999999998685,0.41999999999999815,-0.4800000000000013
Émerson Augusto Thome,Bolton Wanderers,44,7.0,7.0,7.0,7.8,8.4,Ball-Playing Defender,-0.4400000000000004,-0.4400000000000004,-0.4400000000000004,0.35999999999999943,0.96
Íñigo Martínez Berridi,Athletic Club,90,7.0,7.0,7.0,7.8,7.9,Ball-Playing Defender,-0.34000000000000075,-0.34000000000000075,-0.34000000000000075,0.4599999999999991,0.5599999999999996
Abdelkarim Hassan Al Haj Fadlalla,Qatar,106,8.1,8.1,8.1,8.1,8.2,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.08000000000000007
Abdou Diallo,Paris Saint-Germain,108,7.9,7.9,7.9,7.9,8.7,Defensive Stopper,-0.15999999999999837,-0.15999999999999837,-0.15999999999999837,-0.15999999999999837,0.6400000000000006
Abdoul Bamo Meité,Lorient,235,5.7,5.7,5.7,5.7,5.8,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.07999999999999918
Abdu Conté,Troyes,108,5.9,5.9,5.9,5.9,6.2,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,0.2400000000000002
Abdulelah Al Amri,Saudi Arabia,106,7.0,7.0,7.0,7.0,8.2,Defensive Stopper,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,-0.2400000000000002,0.9599999999999991
Abdullah Mohammed Madu,Saudi Arabia,106,5.2,5.2,5.2,5.2,5.0,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.16000000000000014
Abdülkerim Bardakcı,Turkey,282,9.2,9.2,9.2,8.6,9.1,Defensive Stopper,0.14000000000000057,0.14000000000000057,0.14000000000000057,-0.4599999999999991,0.040000000000000924
Achraf Dari,Morocco,106,7.1,7.1,7.1,7.1,6.6,Defensive Stopper,0.09999999999999964,0.09999999999999964,0.09999999999999964,0.09999999999999964,-0.40000000000000036
Adam Masina,Bologna,27,5.9,5.9,5.9,5.3,5.8,Defensive Stopper,0.13999999999999968,0.13999999999999968,0.13999999999999968,-0.46000000000000085,0.03999999999999915
Adam Obert,Slovakia,282,4.8,4.8,4.8,4.8,4.8,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Alain Goma,Fulham,44,5.8,5.8,5.8,5.7,5.7,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.05999999999999961,-0.05999999999999961
Alan Stubbs,Everton,44,7.1,7.1,7.1,6.7,8.6,Defensive Stopper,-0.21999999999999886,-0.21999999999999886,-0.21999999999999886,-0.6199999999999983,1.2800000000000011
Alberto Rodríguez Baró,Deportivo Alavés,90,6.0,6.0,6.0,6.0,7.4,Defensive Stopper,-0.27999999999999936,-0.27999999999999936,-0.27999999999999936,-0.27999999999999936,1.120000000000001
Aleandro Rosi,Frosinone,27,8.2,8.2,8.2,8.4,8.1,Defensive Stopper,-0.02000000000000135,-0.02000000000000135,-0.02000000000000135,0.17999999999999972,-0.120000000000001
Alejandro Gálvez Jimena,Rayo Vallecano,4,6.4,6.4,6.4,6.2,6.2,Defensive Stopper,0.08000000000000007,0.08000000000000007,0.08000000000000007,-0.1200000000000001,-0.1200000000000001
Alessandro Bastoni,Italy,282,9.2,9.2,9.2,8.6,8.9,Defensive Stopper,0.17999999999999972,0.17999999999999972,0.17999999999999972,-0.41999999999999993,-0.11999999999999922
Alexander Djiku,Ghana,106,5.9,5.9,5.9,5.9,5.7,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.16000000000000014
Alexsandro Victor de Souza Ribeiro,Lille,235,5.4,5.4,5.4,5.4,5.5,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.08000000000000007
Ali Adnan Kadhim Al Tameemi,Udinese,27,4.6,4.6,4.6,4.6,4.7,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,0.08000000000000096
Alidu Seidu,Clermont Foot,235,5.6,5.6,5.6,5.6,5.4,Defensive Stopper,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.040000000000000036,-0.15999999999999925
Anaitz Arbilla Zabala,Eibar,42,7.9,7.9,7.9,6.9,8.4,Defensive Stopper,0.10000000000000053,0.10000000000000053,0.10000000000000053,-0.8999999999999995,0.6000000000000005
Ander Barrenetxea Muguruza,Real Sociedad,90,5.4,5.4,5.4,5.4,5.4,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Andrea Coda,Sampdoria,27,5.9,5.9,5.9,5.4,5.4,Defensive Stopper,0.20000000000000018,0.20000000000000018,0.20000000000000018,-0.2999999999999998,-0.2999999999999998
Andreaw Gravillon,Stade de Reims,108,6.9,6.9,6.9,6.9,7.6,Defensive Stopper,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,-0.14000000000000057,0.5599999999999987
Andrew Davies,Middlesbrough,44,5.3,5.3,5.3,5.3,5.3,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Andy Melville,Fulham,44,5.7,5.7,5.7,5.6,5.5,Defensive Stopper,0.05999999999999961,0.05999999999999961,0.05999999999999961,-0.040000000000000924,-0.14000000000000057
"Andy O""Brien",Newcastle United,44,7.1,7.1,7.1,6.7,7.6,Defensive Stopper,-0.019999999999999574,-0.019999999999999574,-0.019999999999999574,-0.41999999999999904,0.4800000000000004
Andy Todd,Blackburn Rovers,44,6.9,6.9,6.9,6.6,7.2,Defensive Stopper,-8.881784197001252e-16,-8.881784197001252e-16,-8.881784197001252e-16,-0.3000000000000016,0.29999999999999893
Anel Ahmedhodžić,Bordeaux,108,6.0,6.0,6.0,6.0,6.4,Defensive Stopper,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,-0.08000000000000007,0.3200000000000003
Anthony Jung,Werder Bremen,281,5.9,5.9,5.9,5.9,6.2,Defensive Stopper,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,-0.05999999999999961,0.2400000000000002
Anthony Rouault,Toulouse,235,6.7,6.7,6.7,6.7,6.8,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.07999999999999918
Antonio Barragán Fernández,Elche,90,6.0,6.0,6.0,6.0,6.1,Defensive Stopper,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,-0.020000000000000462,0.07999999999999918
Antonio Di Natale,Udinese,27,4.5,4.5,4.5,4.5,4.5,Defensive Stopper,0.0,0.0,0.0,0.0,0.0
Antonio José Raillo Arenas,Mallorca,42,8.0,8.0,8.0,8.0,8.6,Defensive Stopper,-0.120000000000001,-0.120000000000001,-0.120000000000001,-0.120000000000001,0.47999999999999865
Antonio Latorre Grueso,Valencia,90,5.7,5.7,5.7,5.7,5.9,Defensive Stopper,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,-0.040000000000000036,0.16000000000000014
Antonios Papadopoulos,Borussia Dortmund,281,5.4,5.4,5.4,5.4,5.3,Defensive Stopper,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.019999999999999574,-0.08000000000000096
António João Pereira Albuquerque Tavares Silva,Portugal,106,5.8,5.8,5.8,5.8,5.5,Defensive Stopper,0.05999999999999961,0.05999999999999961,0.05999999999999961,0.05999999999999961,-0.2400000000000002
Aritz Elustondo Irribaria,Real Sociedad,4,8.0,8.0,8.0,8.2,7.4,Defensive Stopper,0.08000000000000007,0.08000000000000007,0.08000000000000007,0.27999999999999936,-0.5199999999999996
Arthur Theate,Rennes,235,6.7,6.7,6.7,6.7,7.6,Defensive Stopper,-0.17999999999999972,-0.17999999999999972,-0.17999999999999972,-0.17999999999999972,0.7199999999999998
